Store,Period,Forecast Type,Predicted Sales,Actual Sales,Important Positive Factors,Important Negative Factors,Business Message
347,2015-07-01,Monthly,136278.73,147095.0,"number of open days, promotion activity, Assortment_a","StoreType_c, long-term promotion participation, CompetitionOpenKnown","Monthly demand forecast: 136,279 sales units. Main factors increasing the forecast: number of open days, promotion activity, Assortment_a. Main factors reducing the forecast: StoreType_c, long-term promotion participation, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
348,2015-05-01,Monthly,212736.34,212659.0,"same period last year, recent 3-period weighted trend, recent 6-period weighted trend","state holiday period, long-term promotion participation, StoreType_b","Monthly demand forecast: 212,736 sales units. Main factors increasing the forecast: same period last year, recent 3-period weighted trend, recent 6-period weighted trend. Main factors reducing the forecast: state holiday period, long-term promotion participation, StoreType_b. Recommendation: plan higher stock and staffing for this period."
348,2015-06-01,Monthly,229446.03,234381.0,"same period last year, recent 3-period weighted trend, recent 6-period weighted trend","PromoInterval_Mar,Jun,Sept,Dec, long-term promotion participation, StoreType_b","Monthly demand forecast: 229,446 sales units. Main factors increasing the forecast: same period last year, recent 3-period weighted trend, recent 6-period weighted trend. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, long-term promotion participation, StoreType_b. Recommendation: plan higher stock and staffing for this period."
348,2015-07-01,Monthly,227848.53,245033.0,"same period last year, recent 3-period weighted trend, recent 6-period weighted trend","Store, long-term promotion participation, CompetitionOpenKnown","Monthly demand forecast: 227,849 sales units. Main factors increasing the forecast: same period last year, recent 3-period weighted trend, recent 6-period weighted trend. Main factors reducing the forecast: Store, long-term promotion participation, CompetitionOpenKnown. Recommendation: plan higher stock and staffing for this period."
349,2015-05-01,Monthly,221232.75,212352.0,"same period last year, recent 3-period weighted trend, recent 6-period weighted trend","StoreType_b, Promo2SinceWeek, PromoInterval_none","Monthly demand forecast: 221,233 sales units. Main factors increasing the forecast: same period last year, recent 3-period weighted trend, recent 6-period weighted trend. Main factors reducing the forecast: StoreType_b, Promo2SinceWeek, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
349,2015-06-01,Monthly,217553.73,229401.0,"recent 3-period weighted trend, recent 6-period weighted trend, same period last year","PromoInterval_Mar,Jun,Sept,Dec, CompetitionOpenKnown, PromoInterval_none","Monthly demand forecast: 217,554 sales units. Main factors increasing the forecast: recent 3-period weighted trend, recent 6-period weighted trend, same period last year. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, CompetitionOpenKnown, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
349,2015-07-01,Monthly,232198.25,234109.0,"same period last year, recent 3-period weighted trend, recent 6-period weighted trend","state holiday period, sales three periods ago, PromoInterval_none","Monthly demand forecast: 232,198 sales units. Main factors increasing the forecast: same period last year, recent 3-period weighted trend, recent 6-period weighted trend. Main factors reducing the forecast: state holiday period, sales three periods ago, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
350,2015-05-01,Monthly,174844.66,166969.0,"recent 6-period weighted trend, recent 3-period weighted trend, time progression","StoreType_c, StoreType_b, long-term promotion participation","Monthly demand forecast: 174,845 sales units. Main factors increasing the forecast: recent 6-period weighted trend, recent 3-period weighted trend, time progression. Main factors reducing the forecast: StoreType_c, StoreType_b, long-term promotion participation. Recommendation: maintain standard inventory levels; monitor demand changes."
350,2015-06-01,Monthly,176715.84,189587.0,"recent 3-period weighted trend, recent 6-period weighted trend, time progression","PromoInterval_Mar,Jun,Sept,Dec, StoreType_b, long-term promotion participation","Monthly demand forecast: 176,716 sales units. Main factors increasing the forecast: recent 3-period weighted trend, recent 6-period weighted trend, time progression. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, StoreType_b, long-term promotion participation. Recommendation: maintain standard inventory levels; monitor demand changes."
350,2015-07-01,Monthly,186145.23,191760.0,"recent 3-period weighted trend, recent 6-period weighted trend, number of open days","PromoInterval_Mar,Jun,Sept,Dec, long-term promotion participation, CompetitionOpenKnown","Monthly demand forecast: 186,145 sales units. Main factors increasing the forecast: recent 3-period weighted trend, recent 6-period weighted trend, number of open days. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, long-term promotion participation, CompetitionOpenKnown. Recommendation: plan higher stock and staffing for this period."
351,2015-05-01,Monthly,154684.55,150690.0,"time progression, competition proximity, Promo2SinceYear","long-term promotion participation, CompetitionOpenKnown, StoreType_b","Monthly demand forecast: 154,685 sales units. Main factors increasing the forecast: time progression, competition proximity, Promo2SinceYear. Main factors reducing the forecast: long-term promotion participation, CompetitionOpenKnown, StoreType_b. Recommendation: maintain standard inventory levels; monitor demand changes."
351,2015-06-01,Monthly,157476.84,162272.0,"time progression, school holiday period, promotion activity","long-term promotion participation, CompetitionOpenKnown, StoreType_b","Monthly demand forecast: 157,477 sales units. Main factors increasing the forecast: time progression, school holiday period, promotion activity. Main factors reducing the forecast: long-term promotion participation, CompetitionOpenKnown, StoreType_b. Recommendation: maintain standard inventory levels; monitor demand changes."
351,2015-07-01,Monthly,158719.75,165732.0,"number of open days, promotion activity, recent 6-period weighted trend","Assortment_b, StoreType_b, long-term promotion participation","Monthly demand forecast: 158,720 sales units. Main factors increasing the forecast: number of open days, promotion activity, recent 6-period weighted trend. Main factors reducing the forecast: Assortment_b, StoreType_b, long-term promotion participation. Recommendation: maintain standard inventory levels; monitor demand changes."
352,2015-05-01,Monthly,169315.97,160502.0,"recent 3-period weighted trend, recent 6-period weighted trend, time progression","state holiday period, long-term promotion participation, StoreType_b","Monthly demand forecast: 169,316 sales units. Main factors increasing the forecast: recent 3-period weighted trend, recent 6-period weighted trend, time progression. Main factors reducing the forecast: state holiday period, long-term promotion participation, StoreType_b. Recommendation: maintain standard inventory levels; monitor demand changes."
352,2015-06-01,Monthly,168247.05,173555.0,"recent 3-period weighted trend, time progression, recent 6-period weighted trend","state holiday period, long-term promotion participation, StoreType_b","Monthly demand forecast: 168,247 sales units. Main factors increasing the forecast: recent 3-period weighted trend, time progression, recent 6-period weighted trend. Main factors reducing the forecast: state holiday period, long-term promotion participation, StoreType_b. Recommendation: maintain standard inventory levels; monitor demand changes."
352,2015-07-01,Monthly,176949.62,185010.0,"recent 3-period weighted trend, number of open days, promotion activity","state holiday period, long-term promotion participation, recent 3-period average demand","Monthly demand forecast: 176,950 sales units. Main factors increasing the forecast: recent 3-period weighted trend, number of open days, promotion activity. Main factors reducing the forecast: state holiday period, long-term promotion participation, recent 3-period average demand. Recommendation: maintain standard inventory levels; monitor demand changes."
353,2015-05-01,Monthly,213819.08,220738.0,"recent 3-period weighted trend, recent 6-period weighted trend, number of open days","PromoInterval_Mar,Jun,Sept,Dec, quarter of year, long-term promotion participation","Monthly demand forecast: 213,819 sales units. Main factors increasing the forecast: recent 3-period weighted trend, recent 6-period weighted trend, number of open days. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, quarter of year, long-term promotion participation. Recommendation: plan higher stock and staffing for this period."
353,2015-06-01,Monthly,223880.16,209782.0,"recent 6-period weighted trend, recent 3-period weighted trend, previous period sales","sales three periods ago, PromoInterval_Mar,Jun,Sept,Dec, long-term promotion participation","Monthly demand forecast: 223,880 sales units. Main factors increasing the forecast: recent 6-period weighted trend, recent 3-period weighted trend, previous period sales. Main factors reducing the forecast: sales three periods ago, PromoInterval_Mar,Jun,Sept,Dec, long-term promotion participation. Recommendation: plan higher stock and staffing for this period."
