Store,Period,Forecast Type,Predicted Sales,Important Positive Factors,Important Negative Factors,Forecast Summary
968,2015-06-08,Weekly,36084.52,"recent 12-week average sales, number of open days, recent 4-week weighted sales trend","promotion activity, sales fifty-two weeks ago, time since previous promotion","Weekly predicted sales: 36,085. Main factors increasing the model prediction: recent 12-week average sales, number of open days, recent 4-week weighted sales trend. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, time since previous promotion."
968,2015-06-15,Weekly,49942.2,"promotion activity, recent 4-week average sales, recent 12-week average sales","recent 8-week weighted sales trend, calendar year, month-start timing","Weekly predicted sales: 49,942. Main factors increasing the model prediction: promotion activity, recent 4-week average sales, recent 12-week average sales. Main factors decreasing the model prediction: recent 8-week weighted sales trend, calendar year, month-start timing."
968,2015-06-22,Weekly,36847.97,"recent 12-week average sales, recent 4-week average sales, number of open days","promotion activity, sales fifty-two weeks ago, time since previous promotion","Weekly predicted sales: 36,848. Main factors increasing the model prediction: recent 12-week average sales, recent 4-week average sales, number of open days. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, time since previous promotion."
968,2015-06-29,Weekly,51697.41,"promotion activity, recent 4-week average sales, month-start timing","recent 8-week weighted sales trend, calendar year, recent 4-week sales variability","Weekly predicted sales: 51,697. Main factors increasing the model prediction: promotion activity, recent 4-week average sales, month-start timing. Main factors decreasing the model prediction: recent 8-week weighted sales trend, calendar year, recent 4-week sales variability."
968,2015-07-06,Weekly,37992.1,"recent 12-week average sales, recent 4-week weighted sales trend, recent 4-week average sales","promotion activity, sales fifty-two weeks ago, time since previous promotion","Weekly predicted sales: 37,992. Main factors increasing the model prediction: recent 12-week average sales, recent 4-week weighted sales trend, recent 4-week average sales. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, time since previous promotion."
968,2015-07-13,Weekly,47626.75,"promotion activity, recent 4-week average sales, recent 12-week average sales","school holiday period, recent 8-week weighted sales trend, week of year","Weekly predicted sales: 47,627. Main factors increasing the model prediction: promotion activity, recent 4-week average sales, recent 12-week average sales. Main factors decreasing the model prediction: school holiday period, recent 8-week weighted sales trend, week of year."
968,2015-07-20,Weekly,36243.16,"recent 12-week average sales, recent 4-week average sales, recent 4-week weighted sales trend","promotion activity, sales fifty-two weeks ago, school holiday period","Weekly predicted sales: 36,243. Main factors increasing the model prediction: recent 12-week average sales, recent 4-week average sales, recent 4-week weighted sales trend. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, school holiday period."
968,2015-07-27,Weekly,46748.77,"promotion activity, month-end timing, recent 4-week average sales","weekend days, school holiday period, number of open days","Weekly predicted sales: 46,749. Main factors increasing the model prediction: promotion activity, month-end timing, recent 4-week average sales. Main factors decreasing the model prediction: weekend days, school holiday period, number of open days."
969,2015-05-04,Weekly,26152.28,"promotion activity, week of year, number of open days","recent 12-week average sales, recent 4-week average sales, sales fifty-two weeks ago","Weekly predicted sales: 26,152. Main factors increasing the model prediction: promotion activity, week of year, number of open days. Main factors decreasing the model prediction: recent 12-week average sales, recent 4-week average sales, sales fifty-two weeks ago."
969,2015-05-11,Weekly,17552.56,"recent 12-week sales variability, school holiday period, recent 4-week sales variability","recent 12-week average sales, promotion activity, sales fifty-two weeks ago","Weekly predicted sales: 17,553. Main factors increasing the model prediction: recent 12-week sales variability, school holiday period, recent 4-week sales variability. Main factors decreasing the model prediction: recent 12-week average sales, promotion activity, sales fifty-two weeks ago."
969,2015-05-18,Weekly,25360.41,"promotion activity, number of open days, school holiday period","recent 12-week average sales, recent 4-week average sales, sales fifty-two weeks ago","Weekly predicted sales: 25,360. Main factors increasing the model prediction: promotion activity, number of open days, school holiday period. Main factors decreasing the model prediction: recent 12-week average sales, recent 4-week average sales, sales fifty-two weeks ago."
969,2015-05-25,Weekly,16448.62,"week of year, recent 12-week sales variability, recent 8-week sales variability","recent 12-week average sales, promotion activity, sales fifty-two weeks ago","Weekly predicted sales: 16,449. Main factors increasing the model prediction: week of year, recent 12-week sales variability, recent 8-week sales variability. Main factors decreasing the model prediction: recent 12-week average sales, promotion activity, sales fifty-two weeks ago."
969,2015-06-01,Weekly,22831.06,"promotion activity, month-start timing, week of year","recent 12-week average sales, recent 4-week average sales, sales fifty-two weeks ago","Weekly predicted sales: 22,831. Main factors increasing the model prediction: promotion activity, month-start timing, week of year. Main factors decreasing the model prediction: recent 12-week average sales, recent 4-week average sales, sales fifty-two weeks ago."
969,2015-06-08,Weekly,18552.37,"number of open days, week of year, school holiday period","recent 12-week average sales, promotion activity, sales fifty-two weeks ago","Weekly predicted sales: 18,552. Main factors increasing the model prediction: number of open days, week of year, school holiday period. Main factors decreasing the model prediction: recent 12-week average sales, promotion activity, sales fifty-two weeks ago."
969,2015-06-15,Weekly,24626.87,"promotion activity, number of open days, school holiday period","recent 12-week average sales, recent 4-week average sales, sales fifty-two weeks ago","Weekly predicted sales: 24,627. Main factors increasing the model prediction: promotion activity, number of open days, school holiday period. Main factors decreasing the model prediction: recent 12-week average sales, recent 4-week average sales, sales fifty-two weeks ago."
969,2015-06-22,Weekly,19418.91,"number of open days, week of year, school holiday period","recent 12-week average sales, promotion activity, sales fifty-two weeks ago","Weekly predicted sales: 19,419. Main factors increasing the model prediction: number of open days, week of year, school holiday period. Main factors decreasing the model prediction: recent 12-week average sales, promotion activity, sales fifty-two weeks ago."
